Channel_0,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Channel_10,Channel_11,Channel_12,Channel_13,Channel_14,Label
-0.04885648287169145,0.04414757673294695,0.0699222490947157,-0.12233304168201618,0.017146884620937716,-0.46422920543891927,-0.3747926896467791,-0.9268840875981172,0.955236229830886,-0.7703876987700394,0.0,0.0,0.0,0.0,0.0,0.0
-0.029107615255347274,0.003551862392578435,0.050594635928254195,0.008045435256011733,-0.07083274831481362,-0.3673671357333611,-0.30783868446887075,-0.8070198616736437,0.9632447917969302,-0.8371587301070393,0.05482530982173709,0.14604863099680296,-0.11187088582679401,-0.07142038435471322,-0.008150525067314972,0.0
-0.0063243198087519804,0.13711920325491825,-0.0726559924687599,-0.009654192008843236,-0.0029284848103544306,-0.2978248821472639,-0.2924663867004962,-0.877301144398168,0.9967612338439211,-0.9352522824799985,0.0012913721405337017,0.18010418672176892,-0.1867182247152872,-0.03839611645284395,-0.05384911523400065,0.0
0.04729099751424884,-0.10274759072242297,-0.02918326658679007,-0.06329221945054621,-0.027343280900348512,-0.41770727720894546,-0.39948812867606714,-0.855787960701753,0.9698663090550951,-0.8960521693673092,-0.03045301491543865,0.10456789444953773,-0.22894711949178412,0.0833757888922731,-0.13378025522678508,0.0
-0.025618103836211315,-0.03417234889525188,-0.005385975113891146,0.0397812557693602,-0.09155600786752528,-0.3124092364021781,-0.3924470879327685,-0.9085906267310808,0.9298120095674377,-0.7579927096611456,0.2893664902899949,0.1911869607066322,-0.13131308056040167,0.07770064081031688,-0.06681911597896444,0.0
0.05257899558041015,0.10602989740161638,0.06323861623143366,0.03766629903174476,-0.07242682492043973,-0.2896565874381628,-0.4047176478846579,-0.7684513325174693,0.9531172033341889,-0.9221560614484469,0.009478167760129108,0.2417795041030596,-0.14306813552805708,0.05762158143191682,-0.2144930380734862,0.0
-0.017200754861172247,0.0543087557568602,0.03475517829342767,0.02168883121744903,0.070996795376572,-0.20916370234790677,-0.4319110890618394,-0.8504325256345815,0.8946177232395837,-1.037414757286434,0.07796165161769326,-0.018400236733598474,-0.17207267511318264,0.06011781802712485,-0.13956798559163844,0.0
-0.04674516178639501,-0.026366482509535917,0.09863433128693187,-0.0018777501814980764,-0.09878921681754961,-0.3517060955530979,-0.3867357203095324,-0.8692860673140943,0.8995141663893013,-0.7991453437222815,0.1430166883145211,-0.04656157822483872,-0.37442543352908847,0.140443820562478,-0.0509804728086907,0.0
-0.0568430261844154,-0.0038639083781566727,0.015216166207482075,0.013808115136122394,0.066768537762047,-0.31460715873390527,-0.33617934560982243,-0.9794987548889776,0.9515639133223199,-0.8372842050837894,0.05340915072412194,0.14396476442520661,-0.21842902756251673,0.09685703362066087,0.04705652746321093,0.0
0.025641199302496892,-0.07613685273467696,-0.05007932952002727,-0.0228644945447009,-0.024191266996662537,-0.3473099668133972,-0.45901589223572586,-0.8831251204430423,0.8933063587762258,-0.9775142678483086,-0.05087923672356224,-0.03267144357804773,0.06747313384790221,-0.2032836482584061,-0.023532809195328235,0.0
0.05498969568737058,-0.015849336210134714,0.011566955245647631,-0.025616084193558233,0.00762526203289198,-0.2830015157400975,-0.41116111959201007,-0.8970701746012095,1.0277718899072938,-0.8872151594085714,-0.03848800082937669,-0.07303949385379682,0.03332469322728175,-0.13171804971138143,-0.11012029922279289,0.0
0.00805553941398294,0.06252684363534994,-0.003820773674095756,0.02362615259363044,-0.004303828185052334,-0.19883274449428398,-0.49444136680938117,-0.8097504386727614,0.8655231930259322,-0.9850216645723747,-0.009456054468425264,-0.19041027755261394,0.16798147006502276,0.06285189509736773,-0.03062943698742203,0.0
0.013617646910720215,-0.06600289422397179,-0.06476761443356348,-0.04615127744709199,-0.03236152289654822,-0.2557190159557873,-0.398039651955602,-0.9366269940681257,0.9158946563850494,-0.8815154168418577,-0.02130555775475018,-0.1185851678623531,0.09274535673776395,-0.019413015657212637,0.06695707192847059,0.0
0.020182054187774814,-0.003618270679261667,0.002839638190891507,-0.05348613027380163,0.007099198855917826,-0.17369757956161933,-0.45161319651639936,-0.8584840424401294,0.9595355617627996,-0.8328285558870093,-0.05526199113926259,-0.031383466717815126,0.02832139961216218,-0.026486211031330503,0.1524303185376971,0.0
0.04432500055193671,-0.00027299583215066527,-0.017625328543947022,-0.023706574057121437,-0.04231179622951414,-0.19434842584662,-0.5475464123822981,-1.0259455484094038,1.0201757012092227,-0.966049843939787,0.05454061855630133,0.18498054429591454,0.07627106223515197,0.07835181445102625,0.11849193602451294,0.0
0.05024046159040902,0.04067234253116538,0.027092262877442607,-0.0387761302226394,0.05507010653674781,-0.23800503307826076,-0.4729748269991422,-0.9602735101333378,0.9813093253370324,-0.9348754198750164,-0.040538513253805086,0.3086200239913669,-0.012834822843719604,-0.050814110465672746,0.09872519914868594,0.0
