Channel_0,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Channel_10,Channel_11,Channel_12,Channel_13,Channel_14,Label
-0.04329005007905066,0.011407029297215324,0.03295418675549478,-0.07692478285326003,-0.011666817931850548,-0.9861114432601134,0.18590731638656208,-0.9445503268151099,-0.7838394991133093,-0.6022480382704614,0.0,0.0,0.0,0.0,0.0,0.0
-0.04918488569789508,0.03872262645034614,0.04329934521097001,0.04769517428472803,0.014977078423138718,-1.024401393997578,0.1708008483980746,-0.9385745263397722,-0.6868029707623993,-0.49755322338006464,0.028847037576375363,-0.10623527527084486,0.13377725419376785,-0.05148908329475689,0.12235765236829797,0.0
-0.08013067541925724,-0.0551492724494271,0.008857459895601053,0.05663239354251763,-0.04985088490471251,-0.931445360788064,0.2224050482959328,-0.9749197758069232,-0.7094382102384517,-0.4337643722052096,-0.07155668576491056,-0.1557117055204077,0.12032507465380007,-0.013701410584021412,-0.04100507729549133,0.0
-0.09447001919709307,0.01831318095186651,0.07748350155609912,-0.0877181934987206,0.016108925941266755,-0.9536913087044958,0.16174843792928917,-0.8809797703083343,-0.8458807633865142,-0.500751482063042,-0.059747881885263504,-0.23519880258350076,0.030241277986226944,-0.18432452215291634,0.011500514926129368,0.0
0.0553403349042033,0.04802392878497597,0.027164490465360434,-0.004560617064888283,-0.013389206756147068,-1.063397133317907,0.20445421623933024,-1.0143093169263349,-0.7692906074045927,-0.5243252234362316,-0.0998835372869144,-0.1357911349059179,0.03557378504243814,-0.18040061058663479,0.020537452025978606,0.0
-0.0017051443554948835,0.04401793456495477,0.041558955859792024,0.013322728499975718,0.047629585451702705,-0.9204891022506553,0.2910267691744058,-1.0140802748083928,-0.8246367839558034,-0.44854646730368053,0.07028716218171938,-0.055926581335465506,0.14724707857525599,-0.3167775111952311,-0.05097997817193709,0.0
0.033108007910717725,-0.015617423703395927,0.01712140596551817,-0.06325199637516789,0.010336724274146458,-1.0269109246728574,0.271399708413314,-0.9558206105155486,-0.7702276511763165,-0.46790915129764965,-0.06767358815992774,-0.10460203777564928,0.26715588338295776,-0.18369533316802095,-0.12591259277421873,0.0
-0.019194022940839363,0.038756301293118904,-0.005285114886110444,-0.049133024952361076,-0.021258008780602113,-0.9222122761820526,0.24976331531226084,-0.9684223421081402,-0.9283287502733547,-0.4234013100230732,-0.09911525474818708,-0.13291860244178083,0.09882441300431108,-0.16130150168793647,-0.06800931814177816,0.0
0.000357975895497859,0.02528548413498378,0.09606013682602599,-0.08264964149645444,0.02205569813394525,-0.9599143489270966,0.3284351973808708,-0.9498741910074366,-0.811832659895977,-0.30956536653415356,0.08659046093231954,0.025692538705203938,0.14789576465315663,-0.17331840599399842,0.11114178247579717,0.0
-0.007070247874523521,0.02712422312092078,-0.04396240776307469,-0.055113443815464715,0.017366693229032337,-0.9966796177844266,0.30067579718429027,-0.9738303878751804,-0.8465828218644934,-0.45017428251484287,0.09772641179513217,-0.047761894822946814,-0.035653693361881414,-0.15328643753046045,0.20543281424807758,0.0
-0.0163180006118206,0.003606187224571833,0.03504177971986498,-0.015404739157007507,0.00680132266824875,-0.8730591122833192,0.3526738718157013,-0.8973318558108077,-0.8606700035011704,-0.4341360654764924,0.0722961190660008,-0.08164800595454713,-0.06469836618832256,-0.18927008587470007,0.26060859893261357,0.0
0.07774597946317323,0.14338135331047253,-0.029964289266255398,0.021833962883735687,0.023901430000599626,-0.8347225624112989,0.28632937079420046,-0.8420801762486514,-0.779872159000156,-0.44101394301578395,0.010629210601121437,-0.059197955875843755,-0.21196399428521248,-0.27305342922859666,0.153747322967221,0.0
-0.015710453885329562,0.059556302545607835,0.1098456635459266,0.03920819307079094,0.04193704103618308,-0.8660034013345329,0.40132186359573907,-0.9212915087932321,-0.8132133315671248,-0.46767702293567776,-0.006989285300456646,-0.04649572570978547,-0.09856789694030232,-0.018119398009460413,0.08037847327018183,0.0
0.02109652068883702,-0.007630345544414809,0.01438422520425059,0.09033178224850824,0.03467892942633025,-0.8489660740893564,0.3967486669412932,-0.9703234031715287,-0.9322372160858545,-0.27356516032667294,-0.022846562784847237,-0.03860664051035973,-0.04549517936135285,-0.06883977918290768,0.1181015403581257,0.0
0.0509069139659193,0.08246157856505501,0.05620735201303305,-0.0024118723150885323,-0.021210371103239527,-0.9573917323082666,0.3245445367414967,-0.9085390859221132,-0.8905763243349304,-0.28887721303235986,-0.22321827392919155,-0.16388194231235217,0.049926283981656085,0.07377262044283434,0.18773388149736747,0.0
0.02919565397327288,0.06147459565417654,-0.051663874313310695,-0.0736418017830853,-0.04039614939030539,-0.9774316304817992,0.3195631847694974,-1.0304359383178128,-0.9484798279458436,-0.3514650299601734,0.006841589007353377,-0.12296084022268387,-0.10131547948042517,0.13050495154474595,0.1832525692602367,0.0
