Value,Label
0.08731799612550331,0.0
0.04460047894210855,0.0
0.05260507036607445,0.0
-0.009742808480544294,0.0
-0.15256084208480536,0.0
-0.06955348508818163,0.0
-0.008608827782868311,0.0
-0.005517868615868667,0.0
-0.05773311311196552,0.0
0.0549452672731566,0.0
-0.03708932295314582,0.0
-0.037556545279072595,0.0
-0.02582125038915279,0.0
-0.05768304611277823,0.0
0.01635342507419535,0.0
0.002809753962409159,0.0
-0.008439303411808338,0.0
-0.05392702811036281,0.0
-0.01647052446381165,0.0
-0.005866564006136168,0.0
-0.0029028697899587744,0.0
0.05852968361545706,0.0
0.0769301718975129,0.0
-0.1051405959501645,0.0
0.04324619960689735,0.0
-0.12869845566483878,0.0
-0.004819756486562113,0.0
-0.02638485966097278,0.0
-0.007007265789801079,0.0
0.030664381112796908,0.0
0.015069791124179511,0.0
-0.0324163481480961,0.0
0.028610442880711198,0.0
-0.011058049609604256,0.0
0.040822174935460115,0.0
0.05955297800526527,0.0
-0.09536315108161895,0.0
-0.0020264619178611,0.0
-0.052754418225825085,0.0
0.07447874008179194,0.0
-0.030183950197932536,0.0
-0.036171101720128954,0.0
-0.028891075602349332,0.0
-0.009309793174239125,0.0
0.04601468490870303,0.0
0.04172052755701469,0.0
0.061318868380246,0.0
0.05736587436628267,0.0
-0.02889807817746304,0.0
-0.015467888835287501,0.0
-0.023080384630155736,0.0
-0.04044298344967419,0.0
-0.02570447335768294,0.0
-0.05873442383839843,0.0
-0.08141967536912421,0.0
-0.03395350720592752,0.0
-0.09720753046459325,0.0
-0.03443661018930771,0.0
-0.001475657259978079,0.0
-0.05750564614163223,0.0
-0.10882721337390458,0.0
-0.02324592929431108,0.0
0.0497315218995036,0.0
-0.06059458422062993,0.0
-0.09721612766860652,0.0
-0.0004631744396034615,0.0
0.03634154803673962,0.0
0.019198584929160593,0.0
-0.08563702631677142,0.0
-0.0003467387730003678,0.0
-0.035582900961363274,0.0
-0.01490654217390184,0.0
-0.017645139794464595,0.0
0.02936080169591737,0.0
-0.06026878747806508,0.0
-0.10959449957964447,0.0
0.08421895663588357,0.0
-0.10198393407169726,0.0
-0.10096442279855533,0.0
-0.007949372213562272,0.0
-0.0683874543609043,0.0
-0.06802254806703828,0.0
-0.11047009215945774,0.0
0.055974251402726063,0.0
-0.018034035444596475,0.0
0.07974573629625147,0.0
-0.07707569444804421,0.0
-0.04744858657864118,0.0
-0.10887074293894428,0.0
0.045292965400352464,0.0
-0.001773743224289557,0.0
-0.04321842495328801,0.0
-0.030923243126616352,0.0
-0.05100080066216518,0.0
0.0021079797826430643,0.0
0.01651208816668452,0.0
-0.04173113252378197,0.0
-0.013992527812805623,0.0
-0.10289024319536352,0.0
-0.0929085862506039,0.0
-0.01865284178593025,0.0
-0.15325295961345503,0.0
0.0076027936385776075,0.0
-0.06424042523671938,0.0
-0.023741188222950595,0.0
0.03643544586956071,0.0
-0.027327512712878192,0.0
-0.04677865915155108,0.0
-0.008463006826964999,0.0
-0.0511179718794207,0.0
-0.04577886403064832,0.0
-0.03456201681840148,0.0
-0.041574134382591985,0.0
-0.05988580633391187,0.0
-0.04507581982119476,0.0
-0.04330023744645051,0.0
