Value,Label
-0.3551959034847189,0.0
-0.3237579802868345,0.0
-0.38467757249580464,0.0
-0.3985295556246242,0.0
-0.4150900418174744,0.0
-0.42312976986381606,0.0
-0.45045332449670955,0.0
-0.5267211244576894,0.0
-0.47140512647197463,0.0
-0.4698282765136011,0.0
-0.5036681035224702,0.0
-0.5339152832620933,0.0
-0.5722101708343392,0.0
-0.5171208913466034,0.0
-0.4835981033201774,0.0
-0.5749902282383307,0.0
-0.5152256677433614,0.0
-0.4664662346767389,0.0
-0.5086181563783373,0.0
-0.5831556141287123,0.0
-0.6143456663999011,0.0
-0.48859910356095815,0.0
-0.6423440570421903,0.0
-0.6008687730918876,0.0
-0.5325254143041277,0.0
-0.5077649674658907,0.0
-0.630265745597271,0.0
-0.6512587042404054,0.0
-0.6572219122201638,0.0
-0.595400480846005,0.0
-0.6841433302478214,0.0
-0.602462854349164,0.0
-0.6421224795256492,0.0
-0.5840482434939527,0.0
-0.5925309832314324,0.0
-0.6150754173322494,0.0
-0.7170653734572352,0.0
-0.7076233283176468,0.0
-0.734857497149115,0.0
-0.7398667830546635,0.0
-0.7498324852870959,0.0
-0.6445186514759547,0.0
-0.7027586592260572,0.0
-0.770119453262402,0.0
-0.6627819516917172,0.0
-0.7796240370854869,0.0
-0.7822520292104314,0.0
-0.8150713880387903,0.0
-0.758058768042869,0.0
-0.7269967203391128,0.0
-0.8282354535673054,0.0
-0.782377858912971,0.0
-0.8468986797848462,0.0
-0.785044372812529,0.0
-0.8139027574086344,0.0
-0.7432587762405777,0.0
-0.8719542314319757,0.0
-0.8153252572578887,0.0
-0.7834367887330865,0.0
-0.7958089917685841,0.0
-0.8510484945588884,0.0
-0.9191861229385027,0.0
-0.879818992835525,0.0
-0.8127313311449362,0.0
-0.8176621706122416,0.0
-0.9274519649807785,0.0
-0.9471849598396013,0.0
-0.8960199655668876,0.0
-0.9280994666143625,0.0
-0.8859357106402392,0.0
-0.7776752562668443,0.0
-0.9316262494978932,0.0
-0.8806194902385921,0.0
-0.8990363554191226,0.0
-0.8740953418258878,0.0
-0.8916095643679949,0.0
-0.9940580676636237,0.0
-0.9198954297142428,0.0
-0.9448625774891369,0.0
-0.8723120595182237,0.0
-0.9039665697284806,0.0
-0.9925560024296187,0.0
-0.9256484062884954,0.0
-0.8761813789613708,0.0
-0.9038502627818845,0.0
-0.8315557274467719,0.0
-0.9788794959874816,0.0
-0.9950887894934045,0.0
-0.965188104687034,0.0
-1.0409767652178281,0.0
-0.9428745470496837,0.0
-0.9629136134108226,0.0
-0.9149542848132655,0.0
-0.9669268688123224,0.0
-0.9985561567292114,0.0
-0.9565547584367325,0.0
-0.9320801737265535,0.0
-0.981898047630693,0.0
-0.9484724578036526,0.0
-0.9356247331419828,0.0
-1.1078986810394493,0.0
-0.9603373651839007,0.0
-0.9549185755510572,0.0
-0.9937048537651334,0.0
-0.9659103507925766,0.0
-0.9601600189558264,0.0
-1.057985864727823,0.0
-1.0410768949302194,0.0
-0.9276891457933024,0.0
-0.9818043629047961,0.0
-1.0168388762927048,0.0
-0.9071353931398332,0.0
-0.942034666277713,0.0
-1.0646207377696848,0.0
-1.018612999323014,0.0
-1.0681671339717373,0.0
-0.9265565433932865,0.0
-0.9614921809854606,0.0
-0.992200153006397,0.0
-1.1159804931348252,0.0
-0.9223974288447714,0.0
-0.9733155229012396,0.0
-1.055369576387051,0.0
-0.9164295705997592,0.0
-0.9668082107024845,0.0
-1.0604104194552288,0.0
-1.0764835967556128,0.0
-1.0498431553887502,0.0
-1.0491842739989157,0.0
-1.0564167060476377,0.0
-1.0333691915416292,0.0
-0.9934005102953682,0.0
-1.024709898432995,0.0
-0.9998356855552679,0.0
-1.0684436721542085,0.0
-1.0331435622657286,0.0
-0.8599269651365677,0.0
-0.9495416037221336,0.0
-1.0287057873060306,0.0
-1.0325629532408347,0.0
-0.9615213182505923,0.0
-0.9702533850289999,0.0
-1.0024399662190078,0.0
-0.9852201281917259,0.0
-1.0216471988331157,0.0
-0.9489033286384735,0.0
-1.043169739224145,0.0
-0.9556783983885248,0.0
-0.934574568036381,0.0
-1.029262076140961,0.0
-0.9911410246883612,0.0
-0.9704759880393369,0.0
-0.8955733328370606,0.0
-0.929298504085466,0.0
-0.913494724801695,0.0
-0.9766080552471648,0.0
-0.8803610305368675,0.0
-0.9377605279797191,0.0
-0.9577519159359071,0.0
-1.06954709635608,0.0
-0.9069901974963349,0.0
-0.8527588494273814,0.0
-0.874208308764074,0.0
-0.8047302201963109,0.0
-0.972182944881838,0.0
-0.8440143138302971,0.0
-0.8579740975985817,0.0
-0.9015989995762268,0.0
-0.9215959232806851,0.0
-0.815897532145897,0.0
-0.8790775462098716,0.0
-0.901520408161389,0.0
-0.8192254553532743,0.0
-0.9053400179065408,0.0
-0.9330960202418804,0.0
-0.8610329206372178,0.0
-0.8869271125553625,0.0
-0.847198324931629,0.0
-0.9597958397702512,0.0
-0.8887254205536917,0.0
-0.9146994030295156,0.0
-0.8211776829454832,0.0
-0.8508346977345279,0.0
-0.6959711837903522,0.0
-0.8080424506654325,0.0
-0.824669264543646,0.0
-0.781238603017688,0.0
-0.6966319067697962,0.0
-0.7121230155682161,0.0
-0.7801677066661924,0.0
-0.8151964890003142,0.0
-0.822427191443171,0.0
-0.7161749218724348,0.0
-0.8771557406972978,0.0
-0.814337409952319,0.0
-0.7044445388045731,0.0
-0.7165219826526172,0.0
-0.7496611315027706,0.0
-0.7932535597108873,0.0
-0.772403080245047,0.0
-0.7379965584778823,0.0
-0.8251835878116172,0.0
-0.6858791689951611,0.0
-0.6817846407406274,0.0
-0.7605255556450083,0.0
-0.6442769867305429,0.0
-0.7490171823170078,0.0
-0.6214528811275599,0.0
-0.6183504474017832,0.0
-0.6941948145361011,0.0
-0.691108357278433,0.0
-0.7044239901045981,0.0
-0.677032131049065,0.0
-0.7151985898888585,0.0
-0.7167230340845135,0.0
-0.6329343209929154,0.0
-0.6344227487774519,0.0
-0.5606087576228898,0.0
-0.5804895728583814,0.0
-0.47618880338238356,0.0
-0.5237070592385902,0.0
-0.5847573748952959,0.0
-0.58892243607529,0.0
-0.4774730058464994,0.0
-0.6162201052659687,0.0
-0.5323281547628798,0.0
-0.4794240285911509,0.0
-0.5520628190646599,0.0
-0.4538664127513027,0.0
-0.4728035897202419,0.0
-0.5840109054009128,0.0
-0.505005454447753,0.0
-0.4597293219719999,0.0
-0.5076894940100828,0.0
-0.5214485388591691,0.0
-0.46682823745618557,0.0
-0.4759049323386363,0.0
-0.4174573933667615,0.0
-0.44624084248776824,0.0
-0.3407599123313617,0.0
-0.46104650584805207,0.0
-0.3859570208083058,0.0
-0.44462995273970074,0.0
-0.44791231710532303,0.0
-0.34053347777176424,0.0
-0.3837851412485397,0.0
-0.3991039264348377,0.0
-0.403723876472606,0.0
-0.3536093316088474,0.0
-0.34327504801685405,0.0
-0.21552220135639433,0.0
-0.3827300810874615,0.0
-0.30004590089441024,0.0
-0.21978558337704737,0.0
-0.25548201425889966,0.0
-0.19188686740487088,0.0
-0.27981221184111305,0.0
-0.2684801806633008,0.0
-0.2186855321934039,0.0
-0.265045357065419,0.0
-0.2650088273595451,0.0
-0.20564799619353044,0.0
-0.2296708150493464,0.0
-0.15461750250180584,0.0
-0.2337718233332027,0.0
-0.2778573506108522,0.0
-0.0832548272765939,0.0
-0.13266856081954082,0.0
-0.044305890987048735,0.0
-0.06946069114848533,0.0
-0.18160994280591133,0.0
-0.17934468643450308,0.0
-0.07371143198062728,0.0
-0.16743251480033094,0.0
-0.15451282143637135,0.0
-0.04595269364420244,0.0
-0.1585168840719703,0.0
-0.029337775821418027,0.0
-0.14467709674559787,0.0
-0.07096933121299732,0.0
0.02627229345486746,0.0
-0.014050151097652707,0.0
0.016672871328503445,0.0
-0.00268248235839608,0.0
-0.10438744459892871,0.0
-0.006727097807914221,0.0
0.03867994713397874,0.0
0.1021366199047492,0.0
0.0634185077244675,0.0
0.0287598443475737,0.0
-0.031997200683643916,0.0
0.07900804424513229,0.0
0.07481258259641799,0.0
0.024061225130166744,0.0
0.18183034544502039,0.0
0.10705687394267105,0.0
0.009876539750125077,0.0
0.0575061547390648,0.0
0.15962621266754604,0.0
0.12892823590925961,0.0
0.14932745097973077,0.0
0.12950917534022804,0.0
0.16146332551042,0.0
0.2048391193396801,0.0
0.09291354001486637,0.0
0.17308226549640404,0.0
0.1781626026505761,0.0
0.21920946868459545,0.0
0.15703960175647394,0.0
0.26741808870637973,0.0
0.2951889732549018,0.0
0.28582162226896485,0.0
0.2836335724494892,0.0
0.2749985656695124,0.0
0.27648211541654966,0.0
0.2821358569838238,0.0
0.26234359297590903,0.0
0.4558460774214319,0.0
0.38701435361838477,0.0
0.27889001084802956,0.0
0.33154665364677793,0.0
0.32615898632700335,0.0
0.3283046865769562,0.0
0.4316867147369812,0.0
